venue,paper_count,avg_citations
International Journal of Cooperative Information Systems,342,43.83625730994152
International Journal of Creative Interfaces and Computer Graphics,53,10.09433962264151
International Journal of Critical Computer-based Systems,93,13.78494623655914
International Journal of Critical Infrastructure Protection,133,24.721804511278197
International Journal of Critical Infrastructures,186,18.188172043010752
International Journal of Data Analysis Techniques and Strategies,162,9.123456790123457
International Journal of Data Mining and Bioinformatics,414,15.951690821256038
"International Journal of Data Mining, Modelling and Management",123,9.016260162601625
International Journal of Data Warehousing and Mining,155,38.86451612903226
International Journal of Database Management Systems,32,7.96875
International Journal of Decision Support System Technology,127,12.448818897637794
International Journal of Digital Content Technology and Its Applications,25,17.2
International Journal of Digital Crime and Forensics,73,9.753424657534246
International Journal of Digital Curation,204,22.034313725490197
International Journal of Digital Earth,387,26.266149870801033
International Journal of Digital Evidence,25,59.76
International Journal of Digital Library Systems,62,7.67741935483871
International Journal of Digital Literacy and Digital Competence,104,10.076923076923077
International Journal of Digital Multimedia Broadcasting,137,12.262773722627736
International Journal of Distance Education Technologies,150,19.666666666666668
International Journal of Distributed Sensor Networks,2339,9.111586147926465
International Journal of Distributed Systems and Technologies,127,13.062992125984252
International Journal of E-adoption,102,10.941176470588236
International Journal of E-business Management,7,2.2857142857142856
International Journal of E-business Research,226,24.938053097345133
International Journal of E-entrepreneurship and Innovation,11,18.818181818181817
International Journal of E-health and Medical Communications,147,12.70748299319728
International Journal of E-politics,55,11.272727272727273
International Journal of E-services and Mobile Applications,115,15.121739130434783
International Journal of Economic Theory,1,50.0
International Journal of Electrical Power & Energy Systems,9,40.111111111111114
International Journal of Electronic Business,236,12.98728813559322
International Journal of Electronic Commerce,364,112.63186813186813
International Journal of Electronic Governance,1,0.0
International Journal of Electronic Healthcare,131,12.931297709923664
International Journal of Electronic Security and Digital Forensics,195,10.928205128205128
International Journal of Electronics,1,0.0
International Journal of Electronics and Telecommunications,1,11.0
International Journal of Embedded Systems,274,9.39051094890511
International Journal of Embedded and Real-time Communication Systems,59,18.610169491525422
International Journal of Emerging Electric Power Systems,1,0.0
International Journal of Emerging Technologies in Learning,40,4.95
International Journal of Emerging Technologies in Learning (ijet),498,11.329317269076306
International Journal of Energy Technology and Policy,1,50.0
International Journal of Engine Research,1,0.0
International Journal of Enterprise Information Systems,210,23.847619047619048
International Journal of Environment and Pollution,1,50.0
International Journal of Experimental Design and Process Optimisation,1,50.0
International Journal of Forecasting,1,50.0
International Journal of Foundations of Computer Science,962,22.914760914760915
International Journal of Fracture,1,50.0
International Journal of Functional Informatics and Personalised Medicine,70,9.314285714285715
International Journal of Fuzzy Systems,3,33.333333333333336
International Journal of Game Theory,699,32.66094420600859
International Journal of Gaming and Computer-mediated Simulations,96,17.197916666666668
International Journal of General Systems,540,24.664814814814815
International Journal of Geographic Information Systems,204,105.38725490196079
International Journal of Geographical Information Science,1525,49.668196721311475
International Journal of Geomechanics,1,50.0
International Journal of Geometric Methods in Modern Physics,2,50.0
"International Journal of Granular Computing, Rough Sets and Intelligent Systems",47,8.957446808510639
International Journal of Grid and High Performance Computing,1,50.0
International Journal of Grid and Utility Computing,179,21.212290502793294
International Journal of Handheld Computing Research,122,15.270491803278688
International Journal of Healthcare Information Systems and Informatics,175,17.85142857142857
International Journal of Heat and Mass Transfer,2,50.0
International Journal of High Performance Computing Applications,64,36.6875
International Journal of High Performance Computing and Networking,31,9.548387096774194
International Journal of High Performance Systems Architecture,127,15.456692913385826
International Journal of High Speed Computing,145,21.99310344827586
International Journal of High Speed Electronics and Systems,1,50.0
International Journal of Human Capital and Information Technology Professionals,143,17.706293706293707
International Journal of Human Factors Modelling and Simulation,1,1.0
International Journal of Human-computer Interaction,891,36.47923681257014
International Journal of Human-computer Studies \/ International Journal of Man-machine Studies,1857,84.83414108777599
International Journal of Humanities and Arts Computing,36,6.166666666666667
International Journal of Humanoid Robotics,362,26.823204419889503
International Journal of Hybrid Intelligent Systems,196,23.8265306122449
International Journal of Ict Research and Development in Africa,27,21.074074074074073
International Journal of Image and Graphics,383,13.002610966057441
"International Journal of Image, Graphics and Signal Processing",2,27.5
International Journal of Imaging Systems and Technology,865,32.527167630057804
International Journal of Industrial Ergonomics,3,20.0
International Journal of Information Acquisition,186,5.28494623655914
International Journal of Information Communication Technologies and Human Development,133,15.112781954887218
International Journal of Information Engineering and Electronic Business,1,0.0
International Journal of Information Management,756,56.898148148148145
International Journal of Information Processing and Management,1,4.0
International Journal of Information Quality,51,8.627450980392156
International Journal of Information Security,325,41.347692307692306
International Journal of Information Security and Privacy,163,16.392638036809817
International Journal of Information System Modeling and Design,111,17.333333333333332
International Journal of Information Systems and Change Management,152,17.861842105263158
International Journal of Information Systems and Social Change,133,17.548872180451127
International Journal of Information Systems and Supply Chain Management,172,19.959302325581394
International Journal of Information Systems for Crisis Response Management,46,20.434782608695652
International Journal of Information Systems in The Service Sector,151,16.04635761589404
International Journal of Information Technologies and Systems Approach,61,17.540983606557376
International Journal of Information Technology Project Management,134,17.567164179104477
International Journal of Information Technology and Computer Science,13,4.384615384615385
International Journal of Information Technology and Decision Making,573,24.869109947643977
International Journal of Information Technology and Management,297,20.377104377104377
International Journal of Information Technology and Web Engineering,152,17.17763157894737
International Journal of Information and Coding Theory,55,11.49090909090909
International Journal of Information and Communication Technology,245,13.10204081632653
International Journal of Information and Communication Technology Education,286,19.493006993006993
International Journal of Information and Computer Security,141,16.94326241134752
International Journal of Information and Decision Sciences,110,10.363636363636363
International Journal of Innovation and Regional Development,1,50.0
International Journal of Innovation in The Digital Economy,117,8.846153846153847
International Journal of Innovative Computing Information and Control,1,5.0
International Journal of Innovative Computing and Applications,2,25.0
International Journal of Intelligent Computing and Cybernetics,211,20.265402843601894
International Journal of Intelligent Defence Support Systems,58,5.637931034482759
International Journal of Intelligent Engineering Informatics,72,9.027777777777779
International Journal of Intelligent Games & Simulation,46,35.76086956521739
International Journal of Intelligent Information Technologies,171,21.216374269005847
International Journal of Intelligent Information and Database Systems,209,17.25358851674641
International Journal of Intelligent Systems,1394,43.305595408895265
International Journal of Intelligent Systems Technologies and Applications,319,20.88087774294671
International Journal of Intelligent Systems and Applications,7,6.285714285714286
"International Journal of Intelligent Systems in Accounting, Finance & Management",252,33.61904761904762
International Journal of Intelligent Transportation Systems Research,120,9.475
International Journal of Intelligent and Cooperative Information Systems,1,32.0
International Journal of Interactive Mobile Technologies (ijim),255,10.223529411764705
International Journal of Intercultural Information Management,1,50.0
International Journal of Interdisciplinary Telecommunications and Networking,149,9.503355704697986
International Journal of Internet Marketing and Advertising,1,50.0
International Journal of Internet Protocol Technology,184,15.630434782608695
International Journal of Internet Technology and Secured Transactions,1,3.0
International Journal of It Standards and Standardization Research,69,26.144927536231883
International Journal of Knowledge Discovery in Bioinformatics,72,14.041666666666666
International Journal of Knowledge Engineering and Data Mining,55,8.145454545454545
International Journal of Knowledge Engineering and Soft Data Paradigms,93,12.526881720430108
International Journal of Knowledge Management Studies,1,0.0
International Journal of Knowledge Society Research,147,16.08843537414966
International Journal of Knowledge and Learning,182,16.736263736263737
International Journal of Knowledge and Systems Science,137,9.510948905109489
International Journal of Knowledge and Web Intelligence,82,10.451219512195122
International Journal of Knowledge-based and Intelligent Engineering Systems,247,19.323886639676115
International Journal of Law and Information Technology,52,21.173076923076923
International Journal of Learning Technology,212,26.02358490566038
International Journal of Learning and Media,1,0.0
International Journal of Machine Consciousness,2,31.0
International Journal of Machine Tools & Manufacture,3,18.0
International Journal of Managing Information Technology,10,9.1
International Journal of Manufacturing Research,170,12.447058823529412
International Journal of Manufacturing Technology and Management,437,11.951945080091534
International Journal of Material Forming,1,18.0
International Journal of Mathematical Education in Science and Technology,1,14.0
International Journal of Mathematical Modelling and Numerical Optimisation,88,21.670454545454547
International Journal of Mathematics,1,0.0
International Journal of Mathematics and Mathematical Sciences,747,11.390896921017402
International Journal of Mathematics in Operational Research,198,7.818181818181818
International Journal of Mechatronics and Manufacturing Systems,1,10.0
International Journal of Medical Engineering and Informatics,170,7.064705882352941
International Journal of Medical Informatics,1711,44.69666861484512
International Journal of Medical Robotics and Computer Assisted Surgery,2,45.5
"International Journal of Metadata, Semantics and Ontologies",246,22.03252032520325
International Journal of Metaheuristics,71,17.450704225352112
International Journal of Mobile Communications,477,33.79874213836478
International Journal of Mobile Computing and Multimedia Communications,90,14.833333333333334
International Journal of Mobile Human Computer Interaction,143,18.783216783216783
International Journal of Mobile Learning and Organisation,206,14.519417475728156
International Journal of Mobile and Blended Learning,145,28.848275862068967
"International Journal of Modeling, Simulation, and Scientific Computing",4,28.5
International Journal of Modelling and Simulation,1,50.0
"International Journal of Modelling, Identification and Control",608,8.27796052631579
International Journal of Modern Education and Computer Science,2,2.5
International Journal of Modern Physics A,1,2.0
International Journal of Modern Physics B,1,0.0
International Journal of Modern Physics C,22,40.09090909090909
International Journal of Modern Physics E-nuclear Physics,1,0.0
International Journal of Multimedia Data Engineering and Management,109,10.568807339449542
International Journal of Multimedia Information Retrieval,103,18.33009708737864
International Journal of Nanomedicine,1,3.0
International Journal of Nanotechnology and Molecular Computation,11,21.272727272727273
International Journal of Natural Computing Research,69,17.202898550724637
International Journal of Navigation and Observation,1,50.0
International Journal of Network Management,474,26.862869198312236
International Journal of Network Security,414,19.845410628019323
International Journal of Network Security & Its Applications,50,13.1
International Journal of Networking and Virtual Organisations,338,21.097633136094675
International Journal of Neural Systems,828,30.04951690821256
International Journal of Next-generation Networks,16,26.0
International Journal of Non-linear Mechanics,2,50.0
International Journal of Nonlinear Sciences and Numerical Simulation,2,37.0
International Journal of Number Theory,3,33.333333333333336
International Journal of Online Engineering,207,16.10144927536232
International Journal of Online Engineering (ijoe),295,10.284745762711864
International Journal of Open Source Software and Processes,72,21.76388888888889
International Journal of Operations & Production Management,1,50.0
International Journal of Operations Research and Information Systems,121,16.96694214876033
International Journal of Organizational and Collective Intelligence,86,5.895348837209302
International Journal of Parallel Programming,930,35.77956989247312
"International Journal of Parallel, Emergent and Distributed Systems",321,23.305295950155763
International Journal of Pattern Recognition and Artificial Intelligence,1452,22.073002754820937
International Journal of Pervasive Computing and Communications,246,18.9390243902439
International Journal of Procurement Management,1,50.0
International Journal of Product Development,1,50.0
International Journal of Product Lifecycle Management,3,17.333333333333332
International Journal of Production Economics,3,38.0
International Journal of Production Research,3,46.666666666666664
International Journal of Protective Structures,1,50.0
International Journal of Quantum Chemistry,2,38.5
International Journal of Quantum Information,16,29.4375
International Journal of Radio Frequency Identification Technology and Applications,59,10.271186440677965
International Journal of Reasoning-based Intelligent Systems,126,3.4603174603174605
International Journal of Reconfigurable Computing,170,16.38235294117647
"International Journal of Reliability, Quality and Safety Engineering",2,83.0
International Journal of Remote Sensing,4,38.0
International Journal of Rf Technologies: Research and Applications,49,10.428571428571429
International Journal of Risk Assessment and Management,1,0.0
International Journal of Robust and Nonlinear Control,17,48.88235294117647
International Journal of Rock Mechanics and Mining Sciences,1,50.0
International Journal of Satellite Communications,154,18.136363636363637
International Journal of Satellite Communications and Networking,351,24.076923076923077
International Journal of Science Education,1,6.0
International Journal of Secure Software Engineering,84,17.44047619047619
International Journal of Security and Networks,242,27.49173553719008
International Journal of Semantic Computing,191,10.38219895287958
International Journal of Sensor Networks,509,23.68565815324165
"International Journal of Service Science, Management, Engineering, and Technology",115,18.695652173913043
International Journal of Services Technology and Management,251,15.179282868525897
International Journal of Services and Standards,119,12.15126050420168
"International Journal of Services, Economics and Management",1,50.0
International Journal of Shape Modeling,135,26.31111111111111
International Journal of Signal and Imaging Systems Engineering,1,50.0
International Journal of Simulation Modelling,1,0.0
International Journal of Simulation and Process Modelling,190,8.51578947368421
International Journal of Social Robotics,331,32.963746223564954
International Journal of Social and Humanistic Computing,25,14.52
International Journal of Sociotechnology and Knowledge Development,100,11.7
International Journal of Soft Computing,10,16.6
International Journal of Software Engineering & Applications,29,10.206896551724139
International Journal of Software Engineering and Knowledge Engineering,784,18.446428571428573
International Journal of Software Science and Computational Intelligence,111,22.45045045045045
International Journal of Software and Informatics,37,15.783783783783784
International Journal of Space Structures,1,1.0
International Journal of Speech Technology,520,11.971153846153847
International Journal of Strategic Decision Sciences,133,18.263157894736842
International Journal of Strategic Information Technology and Applications,119,8.378151260504202
International Journal of Surgery,160,13.525
International Journal of Swarm Intelligence Research,99,18.95959595959596
International Journal of Synthetic Emotions,51,22.705882352941178
International Journal of Systems Assurance Engineering and Management,356,18.75561797752809
International Journal of Systems Science,2778,25.66918646508279
International Journal of Systems and Service-oriented Engineering,105,7.942857142857143
"International Journal of Systems, Control and Communications",1,65.0
International Journal of Technoethics,100,11.36
International Journal of Technology Diffusion,126,12.0
International Journal of Technology Enhanced Learning,2,2.5
International Journal of Technology Management,727,22.36588720770289
International Journal of Technology and Human Interaction,173,19.54913294797688
"International Journal of Technology, Policy and Management",1,6.0
International Journal of Theoretical Physics,13,41.53846153846154
International Journal of Theoretical and Applied Finance,2,50.0
International Journal of Ubicomp,15,11.2
International Journal of Ultra Wideband Communications and Systems,53,11.69811320754717
"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",757,29.98018494055482
International Journal of Unconventional Computing,25,16.32
International Journal of Vehicle Autonomous Systems,1,50.0
International Journal of Virtual Communities and Social Networking,125,11.896
International Journal of Virtual Reality,23,18.52173913043478
International Journal of Virtual and Personal Learning Environments,78,17.91025641025641
International Journal of Vlsi Design & Communication Systems,18,12.222222222222221
"International Journal of Wavelets, Multiresolution and Information Processing",411,16.019464720194648
International Journal of Web & Semantic Technology,19,7.421052631578948
International Journal of Web Based Communities,324,22.237654320987655
International Journal of Web Engineering and Technology,195,22.851282051282052
International Journal of Web Information Systems,234,20.22222222222222
International Journal of Web Portals,63,12.444444444444445
International Journal of Web Services Research,194,21.70618556701031
International Journal of Web and Grid Services,235,30.306382978723406
International Journal of Web-based Learning and Teaching Technologies,159,19.29559748427673
International Journal of Wireless & Mobile Networks,73,10.520547945205479
International Journal of Wireless Information Networks,468,28.166666666666668
International Journal of Wireless and Mobile Computing,439,15.416856492027335
International Journal of e-Collaboration,161,31.229813664596275
International Journal on Advances in Ict for Emerging Regions (icter),1,51.0
International Journal on Advances in Information Sciences and Service Sciences,3,26.0
International Journal on Applications of Graph Theory in Wireless Ad Hoc Networks and Sensor Networks,15,23.0
International Journal on Artificial Intelligence Tools,799,15.851063829787234
International Journal on Digital Libraries,273,50.967032967032964
International Journal on Document Analysis and Recognition,357,45.40896358543417
International Journal on Interactive Design and Manufacturing (ijidem),1,50.0
International Journal on It\/business Alignment and Governance,53,19.22641509433962
International Journal on Semantic Web and Information Systems,145,66.92413793103448
International Journal on Software Tools for Technology Transfer,455,44.89230769230769
International Journal on Wireless & Optical Communications,49,6.877551020408164
International Mathematics Research Notices,6,39.5
International Review of Financial Analysis,1,50.0
International Review of Law and Economics,1,2.0
International Statistical Review,1,0.0
International Transactions in Operational Research,432,24.76851851851852
International Transactions on Electrical Energy Systems,1,50.0
International Transactions on Systems Science and Applications,9,17.666666666666668
Internet Mathematics,167,50.041916167664674
Internet Research,673,58.341753343239226
Inventiones Mathematicae,2,76.5
Inverse Problems,21,59.333333333333336
Inverse Problems and Imaging,7,42.857142857142854
Inverse Problems in Science and Engineering,2,25.0
"Involve, A Journal of Mathematics",1,50.0
Iop Conference Series: Earth and Environmental Science,1,50.0
Iop Conference Series: Materials Science and Engineering,1,50.0
Ipsj Digital Courier,3,5.666666666666667
Ipsj Online Transactions,3,19.666666666666668
Ipsj Transactions on Computer Vision and Applications,96,16.6875
Ipsj Transactions on System Lsi Design Methodology,77,10.402597402597403
Irbm,2,25.0
Ire Transactions on Electronic Computers,270,67.85555555555555
Isa Transactions,11,44.09090909090909
Isis,1,0.0
Isprs Journal of Photogrammetry and Remote Sensing,7,53.57142857142857
Israel Journal of Chemistry,2,50.0
Israel Journal of Mathematics,7,49.0
It Professional,666,27.05855855855856
Its Journal,5,30.8
J3ea,4,27.0
Japan Journal of Industrial and Applied Mathematics,1,50.0
Japanese Journal of Applied Physics,2,50.0
Jaro-journal of The Association for Research in Otolaryngology,1,9.0
Joho Chishiki Gakkaishi,1,50.0
Journal D Analyse Mathematique,1,0.0
Journal de Theorie des Nombres de Bordeaux,3,50.0
Journal for General Philosophy of Science,1,50.0
Journal in Computer Virology,140,38.50714285714286
Journal of Advanced Computational Intelligence and Intelligent Informatics,70,10.728571428571428
Journal of Advanced Mechanical Design Systems and Manufacturing,1,50.0
Journal of Advanced Transportation,1,0.0
Journal of Advances in Information Fusion,20,42.8
Journal of Advances in Information Technology,1,24.0
Journal of Aerospace Computing Information and Communication,118,20.28813559322034
Journal of Aerospace Information Systems,136,11.036764705882353
Journal of Algebra,24,35.958333333333336
Journal of Algebra and Its Applications,7,42.857142857142854
Journal of Algebraic Combinatorics,13,23.846153846153847
Journal of Algorithms,768,67.87239583333333
Journal of Algorithms & Computational Technology,4,50.0
Journal of Ambient Intelligence and Humanized Computing,12,4.666666666666667
Journal of Ambient Intelligence and Smart Environments,60,9.183333333333334
Journal of Applied Geophysics,1,4.0
Journal of Applied Logic,330,25.278787878787877
Journal of Applied Mathematics,1339,8.008961911874533
Journal of Applied Mathematics and Computing,4,12.5
Journal of Applied Mathematics and Decision Sciences,120,15.683333333333334
Journal of Applied Mathematics and Mechanics,1,75.0
Journal of Applied Mechanics,1,50.0
Journal of Applied Non-Classical Logics,272,27.602941176470587
Journal of Applied Physics,10,30.9
Journal of Applied Probability,223,11.627802690582959
Journal of Applied Remote Sensing,1,50.0
Journal of Applied Sciences,1,50.0
Journal of Applied Statistics,1,8.0
Journal of Applied and Industrial Mathematics,3,33.333333333333336
Journal of Approximation Theory,1164,24.8213058419244
Journal of Arabic and Islamic Studies,112,98.22321428571429
Journal of Archaeological Science,2,51.5
Journal of Artificial Intelligence Research,831,130.5571600481348
Journal of Artificial Societies and Social Simulation,512,62.68359375
Journal of Assistive Technologies,1,0.0
"Journal of Automata, Languages and Combinatorics",148,24.486486486486488
Journal of Automated Reasoning,740,47.77972972972973
Journal of Automatic Control,1,2.0
Journal of Bangladesh Academy of Sciences,2,50.0
Journal of Banking Regulation,1,0.0
Journal of Banking and Finance,1,116.0
Journal of Bioinformatics and Computational Biology,690,20.717391304347824
Journal of Biological Dynamics,1,11.0
Journal of Biomechanical Science and Engineering,1,50.0
Journal of Biomedical Discovery and Collaboration,1,50.0
Journal of Biomedical Informatics,1448,46.796270718232044
Journal of Biomedical Optics,1,3.0
Journal of Biomedical Semantics,314,28.726114649681527
Journal of Bionic Engineering,6,42.0
Journal of Biosciences,1,50.0
Journal of Broadcasting & Electronic Media,1,0.0
Journal of Cardiothoracic and Vascular Anesthesia,2,25.0
Journal of Cases on Information Technology,211,12.777251184834123
Journal of Cellular Automata,41,22.146341463414632
Journal of Central South University,1,0.0
Journal of Chemical Information and Computer Sciences,904,56.482300884955755
Journal of Chemical Information and Modeling,2544,28.99174528301887
Journal of Chemical Physics,10,23.2
Journal of Chemical Theory and Computation,3,28.333333333333332
Journal of Cheminformatics,730,22.783561643835615
Journal of Chemometrics,1,146.0
Journal of Chinese Language and Computing,4,12.75
Journal of Chromatography A,1,50.0
"Journal of Circuits, Systems, and Computers",1424,8.612359550561798
Journal of Classification,254,36.92913385826772
Journal of Clinical Bioinformatics,101,27.574257425742573
Journal of Clinical Virology,1,29.0
Journal of Cloud Computing,75,23.48
Journal of Cognitive Neuroscience,2332,61.69168096054889
Journal of Combinatorial Designs,4,37.5
Journal of Combinatorial Optimization,1185,27.59240506329114
Journal of Combinatorial Theory,4531,36.28095343191349
Journal of Communication,2,50.0
Journal of Communications,497,16.59758551307847
Journal of Communications and Networks,991,22.366296670030273
Journal of Complex Networks,69,33.26086956521739
Journal of Complexity,808,35.5
Journal of Computational Acoustics,2,50.0
Journal of Computational Biology,1201,47.43880099916736
Journal of Computational Chemistry,3121,84.77314963152836
Journal of Computational Design and Engineering,85,7.447058823529412
Journal of Computational Electronics,2,50.0
Journal of Computational Finance,1,50.0
Journal of Computational Geometry,88,19.943181818181817
Journal of Computational Mathematics,2,13.0
Journal of Computational Neuroscience,960,45.348958333333336
Journal of Computational Physics,5830,37.62109777015437
Journal of Computational Science,511,27.68884540117417
Journal of Computational and Applied Mathematics,3387,20.814585178624153
Journal of Computational and Graphical Statistics,8,46.5
Journal of Computational and Nonlinear Dynamics,1,50.0
Journal of Computational and Theoretical Nanoscience,1,1.0
Journal of Computer Applications in Technology,1064,17.851503759398497
Journal of Computer Assisted Learning,688,75.0813953488372
Journal of Computer Research and Development,17,13.647058823529411
Journal of Computer Science,235,8.859574468085107
Journal of Computer Science & Systems Biology,1,3.0
Journal of Computer Science and Technology,1698,22.299764428739692
Journal of Computer Security,306,73.65686274509804
"Journal of Computer Systems, Networks, and Communications",40,24.275
Journal of Computer and System Sciences,1614,68.17967781908303
Journal of Computer-Mediated Communication,494,119.32388663967612
Journal of Computer-aided Molecular Design,1673,43.77525403466826
Journal of Computers,1080,10.842592592592593
Journal of Computing Sciences in Colleges,3,16.666666666666668
Journal of Computing and Information Science in Engineering,18,62.77777777777778
Journal of Computing and Information Technology,42,27.761904761904763
Journal of Computing in Higher Education,322,29.695652173913043
Journal of Consciousness Studies,1,50.0
Journal of Consumer Psychology,1,50.0
Journal of Control Science and Engineering,3,3.6666666666666665
Journal of Control Theory and Applications,1,50.0
Journal of Convergence Information Technology,95,29.96842105263158
Journal of Cosmology and Astroparticle Physics,1,50.0
Journal of Critical Care,9,11.555555555555555
Journal of Cryptology,307,118.78175895765472
Journal of Data and Information Quality,75,27.106666666666666
Journal of Database Management,218,88.24770642201835
Journal of Decision Systems,311,15.839228295819936
Journal of Derivatives,1,21.0
Journal of Dermatological Science,9,11.222222222222221
Journal of Difference Equations and Applications,7,35.714285714285715
Journal of Differential Equations,3,50.0
Journal of Differential Geometry,1,50.0
Journal of Digital Forensic Practice,49,26.755102040816325
Journal of Digital Imaging,1256,25.976910828025478
Journal of Digital Information,135,42.2962962962963
Journal of Digital Information Management,167,12.1437125748503
Journal of Discrete Algorithms,506,46.559288537549406
Journal of Documentation,950,40.26210526315789
Journal of Dynamic Systems Measurement and Control-transactions of The Asme,14,39.92857142857143
Journal of Dynamics and Differential Equations,1,0.0
Journal of E-government,1,9.0
Journal of Economic Behavior and Organization,1,213.0
Journal of Economic Education,1,6563.0
Journal of Economic Interaction and Coordination,2,65.0
Journal of Economic Theory,1286,50.96656298600311
Journal of Educational Computing Research,2,26.0
Journal of Educational Research,1,82.0
Journal of Educational and Behavioral Statistics,1,50.0
Journal of Electrical Engineering-elektrotechnicky Casopis,1,0.0
Journal of Electrical and Computer Engineering,462,13.227272727272727
Journal of Electromagnetic Analysis and Applications,1,50.0
Journal of Electronic Commerce Research,25,101.84
Journal of Electronic Commerce in Organizations,254,28.023622047244096
Journal of Electronic Imaging,1035,31.839613526570048
Journal of Electronic Publishing,2,64.0
Journal of Electronic Testing,1077,26.37883008356546
Journal of Electronics (china),2,25.0
Journal of Embedded Computing,84,27.047619047619047
Journal of Emerging Technologies in Web Intelligence,2,0.5
Journal of Endourology,3,21.666666666666668
Journal of Engineering Mathematics,1,50.0
Journal of Engineering Technology,1,50.0
Journal of Enterprise Information Management,469,39.74200426439232
Journal of Environmental and Engineering Geophysics,1,50.0
Journal of Evolutionary Economics,2,95.5
Journal of Experimental and Theoretical Artificial Intelligence,611,34.56792144026186
Journal of Field Robotics,473,54.68287526427061
Journal of Fixed Point Theory and Applications,1,18.0
Journal of Fluid Mechanics,1,50.0
Journal of Formalized Reasoning,43,24.46511627906977
Journal of Fourier Analysis and Applications,17,49.588235294117645
Journal of Functional Analysis,4,55.0
Journal of Functional Programming,360,55.37222222222222
Journal of Functional and Logic Programming,4,26.25
Journal of Geographic Information System,34,20.676470588235293
Journal of Geographical Systems,367,40.91825613079019
Journal of Geometric Analysis,1,50.0
Journal of Geometry,4,1.25
Journal of Geophysical Research,3,61.0
Journal of Geophysics and Engineering,2,32.0
Journal of Global Information Management,260,42.81923076923077
Journal of Global Information Technology Management,1,50.0
Journal of Global Optimization,2108,44.717267552182165
Journal of Government Information,1,50.0
Journal of Graph Algorithms and Applications,147,27.387755102040817
Journal of Graph Theory,2390,35.950627615062764
Journal of Graphics Tools,257,51.8988326848249
Journal of Grid Computing,212,57.278301886792455
Journal of Group Theory,3,50.0
Journal of Guidance Control and Dynamics,7,31.857142857142858
Journal of Health Communication,1,13.0
Journal of Heuristics,519,60.52023121387283
Journal of High Energy Physics,3,32.666666666666664
Journal of High Speed Networks,315,39.31111111111111
Journal of Hydraulic Research,1,50.0
Journal of Hydroinformatics,3,50.0
Journal of Hydrology,2,26.0
Journal of Imaging Science and Technology,1,78.0
Journal of Immunological Methods,2,25.5
Journal of Indian Business Research,1,2.0
Journal of Industrial Economics,1,50.0
Journal of Industrial and Management Optimization,1,50.0
Journal of Inequalities and Applications,2,25.0
Journal of Information & Knowledge Management,342,17.669590643274855
Journal of Information Processing,196,11.295918367346939
Journal of Information Processing Systems,244,10.836065573770492
Journal of Information Processing and Management,1,1.0
Journal of Information Science,1116,43.98297491039426
Journal of Information Science and Engineering,937,15.876200640341516
Journal of Information Security,46,14.108695652173912
Journal of Information Technology,640,51.9
Journal of Information Technology & Politics,1,50.0
Journal of Information Technology Education,59,26.694915254237287
Journal of Information Technology Research,134,13.470149253731343
"Journal of Information, Communication and Ethics in Society",242,19.037190082644628
"Journal of Information, Law and Technology",29,8.827586206896552
Journal of Informetrics,628,36.31210191082803
Journal of Insect Behavior,1,35.0
Journal of Instruction-level Parallelism,48,34.020833333333336
Journal of Instrumentation,6,27.0
Journal of Integral Equations and Applications,1,50.0
Journal of Integrative Bioinformatics,224,17.71875
Journal of Intelligent Information Systems,126,32.357142857142854
Journal of Intelligent Learning Systems and Applications,33,8.787878787878787
Journal of Intelligent Manufacturing,1514,37.02774108322325
Journal of Intelligent Material Systems and Structures,1,50.0
Journal of Intelligent Transportation Systems,387,21.811369509043928
Journal of Intelligent and Fuzzy Systems,1491,22.562709590878605
Journal of Intelligent and Robotic Systems,1954,32.46417604912999
Journal of Interaction Science,1,50.0
Journal of Interconnection Networks,250,14.108
Journal of Interior Design,1,50.0
Journal of Internet Commerce,1,0.0
Journal of Internet Services and Applications,129,54.08527131782946
Journal of Internet Technology,6,8.5
Journal of Internet and Enterprise Management,85,11.352941176470589
Journal of Japan Society for Fuzzy Theory and Intelligent Informatics,4,1.75
Journal of Knowledge Management,1127,57.71162377994676
Journal of Korean Medical Science,1,0.0
Journal of Librarianship and Information Science,230,17.76086956521739
Journal of Lightwave Technology,52,40.51923076923077
Journal of Location Based Services,128,28.8671875
Journal of Logic Programming,303,116.5049504950495
Journal of Logic and Analysis,59,11.864406779661017
Journal of Logic and Computation,497,41.34004024144869
"Journal of Logic, Language and Information",392,38.36224489795919
Journal of Low Power Electronics,160,8.41875
Journal of Machine Learning Research,1466,155.60641200545703
Journal of Machine Vision and Applications,940,10.670212765957446
Journal of Magnetic Resonance,1,5.0
Journal of Magnetism and Magnetic Materials,2,50.0
Journal of Management Information Systems,966,147.96997929606624
Journal of Manufacturing Science and Engineering-transactions of The Asme,1,1.0
Journal of Maps,2,6.0
Journal of Marine Research,1,5.0
Journal of Marine Science and Application,1,11.0
Journal of Marine Science and Technology,1,0.0
Journal of Materials Chemistry,1,2.0
Journal of Materials Processing Technology,1,50.0
Journal of Mathematical Analysis and Applications,15,30.866666666666667
Journal of Mathematical Biology,14,33.357142857142854
Journal of Mathematical Chemistry,2,29.0
Journal of Mathematical Cryptology,38,27.68421052631579
Journal of Mathematical Economics,4,25.5
Journal of Mathematical Imaging and Vision,1060,44.7122641509434
Journal of Mathematical Modelling and Algorithms,304,29.98355263157895
Journal of Mathematical Physics,32,44.3125
